"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q1",8.366667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q2",8.333333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q3",8.866667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q4",8.4,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q1",8.7,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q2",9.033334,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q3",8.8,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q4",7.933333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q1",9.2,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q2",9.166667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q3",8.033334,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q4",8,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q1",8.466666,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q2",7.866667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q3",7.933333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q4",8.066667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q1",6.9,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q2",7.433333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q3",7.366667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q4",7.933333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q1",6.666667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q2",7.633333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q3",7.066667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q4",6.633333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q1",7.666667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q2",6.3,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q3",7.433333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q4",7.333333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q1",6.666667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q2",6.233333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q3",7,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q4",7.033333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q1",8.433333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q2",8.4,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q3",8,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q4",8.1,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q1",7.466667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q2",8.633333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q3",8.166667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q4",8.133333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q1",7.406266,"B"
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q2",6.861919,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q3",7.062072,"B"
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q4",7,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q1",8,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q2",7.466667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q3",7.166667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q4",6.633333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q1",5.966667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q2",6.4,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q3",5.466667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q4",5.966667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q1",5.466667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q2",5.3,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q3",5.6,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q4",5.633333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q1",5.733333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q2",4.966667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q3",5.3,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q4",4.733333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q1",4.9,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q2",4.933333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q3",4.1,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q4",3.933333,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q1",4.066667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q2",4.866667,
"JPN","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q3",4.466667,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","1999-Q3",17.74516,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","1999-Q4",14.44831,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2000-Q1",13.70663,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2000-Q2",13.90469,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2000-Q3",13.41371,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2000-Q4",13.05636,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2001-Q1",14.33746,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2001-Q2",11.93331,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2001-Q3",11.69074,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2001-Q4",12.90287,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2002-Q1",11.26146,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2002-Q2",9.971552,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2002-Q3",10.21419,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2002-Q4",9.575278,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2003-Q1",10.83929,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2003-Q2",11.6355,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2003-Q3",11.62277,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2003-Q4",13.43516,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2004-Q1",11.78491,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2004-Q2",12.53857,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2004-Q3",11.96115,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2004-Q4",12.55274,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2005-Q1",12.26416,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2005-Q2",11.78512,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2005-Q3",12.42801,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2005-Q4",12.1926,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q1",12.51803,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q2",10.99628,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q3",10.57782,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q4",12.62245,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q1",10.7706,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q2",11.82409,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q3",12.15743,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q4",10.95927,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q1",10.38945,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q2",10.95364,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q3",12.4776,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q4",12.27926,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q1",12.43469,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q2",12.41865,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q3",11.60477,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q4",11.39482,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q1",12.36555,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q2",11.97967,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q3",10.59227,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q4",9.402991,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q1",12.03682,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q2",11.87843,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q3",12.03857,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q4",12.12068,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q1",8.882246,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q2",10.03885,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q3",9.901595,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q4",10.16671,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q1",9.351269,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q2",9.078991,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q3",10.58284,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q4",9.951038,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q1",11.44796,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q2",11.25046,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q3",11.41563,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q4",10.73671,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q1",11.93825,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q2",11.84076,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q3",10.67101,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q4",10.70269,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q1",11.67182,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q2",10.88534,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q3",11.58765,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q4",9.800531,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q1",10.04809,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q2",11.82235,
"KOR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q3",11.06996,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q3",14.07888,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q4",12.60158,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q1",11.50544,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q2",10.79123,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q3",10.69299,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q4",10.1779,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q1",11.06059,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q2",10.09832,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q3",9.590476,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q4",10.11054,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q1",9.366456,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q2",8.304151,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q3",8.469032,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q4",7.778834,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q1",9.447848,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q2",9.719078,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q3",10.00201,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q4",11.27147,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q1",10.67124,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q2",10.93004,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q3",9.919284,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q4",10.2096,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q1",10.44119,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q2",10.11213,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q3",9.969258,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q4",10.07632,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q1",9.997528,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q2",9.515789,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q3",10.24396,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q4",10.30509,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q1",8.539448,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q2",9.104773,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q3",9.159627,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q4",8.582461,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q1",8.405233,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q2",9.473394,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q3",9.677738,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q4",9.717659,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q1",9.539892,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q2",9.798218,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q3",10.19649,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q4",10.15831,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q1",10.77309,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q2",9.805026,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q3",9.39695,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q4",8.959123,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q1",9.852148,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q2",9.199766,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q3",9.61425,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q4",9.834198,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q1",8.898679,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q2",9.381335,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q3",8.961545,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q4",8.737319,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q1",8.916209,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q2",9.067522,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q3",9.794735,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q4",9.681652,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q1",10.119,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q2",9.974127,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q3",9.829239,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q4",10.29034,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q1",10.76554,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q2",10.81642,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q3",10.20609,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q4",10.28152,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q1",10.9322,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q2",10.68421,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q3",11.23003,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q4",9.907942,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q1",10.01968,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q2",10.82829,
"KOR","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q3",10.15443,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q3",11.57118,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q4",11.37497,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q1",10.03955,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q2",8.720905,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q3",8.848135,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q4",8.23368,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q1",8.954397,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q2",8.92787,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q3",8.279228,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q4",8.415811,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q1",8.164386,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q2",7.249228,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q3",7.371889,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q4",6.664173,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q1",8.602087,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q2",8.547462,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q3",9.008237,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q4",9.877758,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q1",9.959142,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q2",9.929665,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q3",8.680283,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q4",8.714359,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q1",9.316369,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q2",9.110106,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q3",8.502316,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q4",8.827815,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q1",8.472944,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q2",8.614294,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q3",10.03949,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q4",8.88203,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q1",7.127099,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q2",7.357373,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q3",7.22997,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q4",7.081137,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q1",7.194074,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q2",8.562144,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q3",7.934346,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q4",8.18364,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q1",7.797006,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q2",8.154452,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q3",9.300517,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q4",9.384233,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q1",9.805559,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q2",8.505689,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q3",8.66973,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q4",8.677001,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q1",8.463228,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q2",7.493543,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q3",8.10632,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q4",8.364862,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q1",8.909985,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q2",8.949107,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q3",8.325932,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q4",7.780911,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q1",8.621161,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q2",9.059593,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q3",9.233974,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q4",9.487528,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q1",9.133804,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q2",9.075413,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q3",8.674335,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q4",9.971829,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q1",9.900928,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q2",10.06813,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q3",9.876525,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q4",9.981977,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q1",10.40457,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q2",10.53635,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q3",10.97189,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q4",9.984803,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q1",9.999781,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q2",10.10496,
"KOR","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q3",9.498626,
"LUX","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q1",12.30492,
"LUX","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q2",17.19643,
"LUX","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q3",13.39133,
"LUX","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q4",10.03969,
"LUX","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q1",11.89304,
